date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:49:06	18384/18384	---M--	200	added ('OK')	image/png	etag:%22089F61FC910BFAE917EBE2D2B5A1A758%22	https://os.alipayobjects.com/rmsportal/nnmBKEGzIGBkpDj.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/nnmBKEGzIGBkpDj.png	(from https://antv.alipay.com/design/rule/func/rangeselect.html)
14:49:06	27103/27103	---M--	200	added ('OK')	image/png	etag:%220CFB0F0632615E02EBA95973F77BC7E7%22	https://os.alipayobjects.com/rmsportal/PIGyAqjqmCsWzUA.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/PIGyAqjqmCsWzUA.png	(from https://antv.alipay.com/design/rule/func/liveupdate.html)
14:49:06	16050/16050	---M--	200	added ('OK')	image/png	etag:%223D487B46711C8C6DCC684C75057A1006%22	https://os.alipayobjects.com/rmsportal/MdYCjKvFCuzqOOM.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/MdYCjKvFCuzqOOM.png	(from https://antv.alipay.com/design/rule/func/responsive.html)
14:49:07	5582/5582	---M--	200	added ('OK')	image/png	etag:%22C3B9029714C6F860B1080524A557AFE2%22	https://os.alipayobjects.com/rmsportal/zGlgvqfnqXDqdFk.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/zGlgvqfnqXDqdFk.png	(from https://antv.alipay.com/design/rule/func/responsive.html)
14:49:07	26835/26835	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:12%20GMT	https://antv.alipay.com/chart/details/bar.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/bar.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:07	27627/27627	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:12%20GMT	https://antv.alipay.com/chart/details/stacked-bar.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/stacked-bar.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:08	23211/23211	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:13%20GMT	https://antv.alipay.com/chart/details/multi-set-bar.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/multi-set-bar.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:08	24159/24159	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:13%20GMT	https://antv.alipay.com/chart/details/pie.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/pie.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:08	21330/21330	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:13%20GMT	https://antv.alipay.com/chart/details/donut-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/donut-chart.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:08	24984/24984	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:13%20GMT	https://antv.alipay.com/chart/details/histogram.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/histogram.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:08	29572/29572	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:13%20GMT	https://antv.alipay.com/chart/details/rose.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/rose.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:09	27153/27153	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:14%20GMT	https://antv.alipay.com/chart/details/area.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/area.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:09	21841/21841	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:14%20GMT	https://antv.alipay.com/chart/details/stacked-area.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/stacked-area.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:09	23111/23111	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:14%20GMT	https://antv.alipay.com/chart/details/line.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/line.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:09	26434/26434	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:14%20GMT	https://antv.alipay.com/chart/details/bubble-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/bubble-chart.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:10	26747/26747	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:15%20GMT	https://antv.alipay.com/chart/details/scatter-plot.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/scatter-plot.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:10	27816/27816	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:15%20GMT	https://antv.alipay.com/chart/details/radar-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/radar-chart.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:10	24097/24097	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:15%20GMT	https://antv.alipay.com/chart/details/choropleth-map.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/choropleth-map.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:10	22167/22167	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:15%20GMT	https://antv.alipay.com/chart/details/bubble-map.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/bubble-map.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:11	22079/22079	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:15%20GMT	https://antv.alipay.com/chart/details/funnel.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/funnel.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:11	20821/20821	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:16%20GMT	https://antv.alipay.com/chart/details/mosaic.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/mosaic.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:11	23632/23632	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:16%20GMT	https://antv.alipay.com/chart/details/color-map.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/color-map.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:11	21226/21226	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:16%20GMT	https://antv.alipay.com/chart/details/treemap.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/treemap.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:12	19872/19872	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:16%20GMT	https://antv.alipay.com/chart/details/stem-leaf.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/stem-leaf.html	(from https://antv.alipay.com/chart/classify/compare.html)
14:49:12	20864/20864	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:17%20GMT	https://antv.alipay.com/chart/details/k-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/k-chart.html	(from https://antv.alipay.com/chart/classify/trend.html)
14:49:12	19491/19491	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:17%20GMT	https://antv.alipay.com/chart/details/regressioncurve.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/regressioncurve.html	(from https://antv.alipay.com/chart/classify/trend.html)
14:49:12	23575/23575	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:17%20GMT	https://antv.alipay.com/chart/details/boxplot.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/boxplot.html	(from https://antv.alipay.com/chart/classify/trend.html)
14:49:13	21574/21574	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:17%20GMT	https://antv.alipay.com/chart/details/dot-map.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/dot-map.html	(from https://antv.alipay.com/chart/classify/distribute.html)
14:49:13	20893/20893	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:18%20GMT	https://antv.alipay.com/chart/details/heatmap.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/heatmap.html	(from https://antv.alipay.com/chart/classify/distribute.html)
14:49:13	21226/21226	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:18%20GMT	https://antv.alipay.com/chart/details/distributioncurve.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/distributioncurve.html	(from https://antv.alipay.com/chart/classify/distribute.html)
14:49:14	22319/22319	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20May%202016%2006:49:18%20GMT	https://antv.alipay.com/chart/details/gauge.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/gauge.html	(from https://antv.alipay.com/chart/classify/range.html)
14:49:14	54463/54463	---M--	200	added ('OK')	image/jpeg	etag:%2264F7F1AD64F0F6056A71D6DF220AF580%22	https://os.alipayobjects.com/rmsportal/plYGbgHxHvwbRGu.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/plYGbgHxHvwbRGu.jpg	(from https://antv.alipay.com/chart/details/bar.html)
14:49:14	55857/55857	---M--	200	added ('OK')	image/png	etag:%227680FE02BE338A9C8586B8AEADF41108%22	https://os.alipayobjects.com/rmsportal/vPIGfeGBMiSOMdw.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/vPIGfeGBMiSOMdw.png	(from https://antv.alipay.com/chart/details/bar.html)
14:49:15	57348/57348	---M--	200	added ('OK')	image/png	etag:%22DA19C11154FF0F6C5DDBDD0B54EBFD57%22	https://os.alipayobjects.com/rmsportal/GKHcMOgXwrnDSAa.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/GKHcMOgXwrnDSAa.png	(from https://antv.alipay.com/chart/details/bar.html)
14:49:15	58193/58193	---M--	200	added ('OK')	image/jpeg	etag:%226C727380E13A6F7D4FCC6FA4C8866536%22	https://os.alipayobjects.com/rmsportal/CpBYrdxsYGIpnYq.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/CpBYrdxsYGIpnYq.jpg	(from https://antv.alipay.com/chart/details/stacked-bar.html)
14:49:15	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:20%20GMT	https://antv.alipay.com/chart/details/multi-set-bar-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/multi-set-bar-chart.html	(from https://antv.alipay.com/chart/details/stacked-bar.html)
14:49:15	53365/53365	---M--	200	added ('OK')	image/png	etag:%2261BD8651914F4814732D720C124F5A21%22	https://os.alipayobjects.com/rmsportal/IRcNZGQBfHwTzRa.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/IRcNZGQBfHwTzRa.png	(from https://antv.alipay.com/chart/details/stacked-bar.html)
14:49:16	79240/79240	---M--	200	added ('OK')	image/png	etag:%2250918CAB99EF5B2A74CB616072AA499F%22	https://os.alipayobjects.com/rmsportal/TRsMVRQJVBLOYfx.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/TRsMVRQJVBLOYfx.png	(from https://antv.alipay.com/chart/details/stacked-bar.html)
14:49:16	68557/68557	---M--	200	added ('OK')	image/jpeg	etag:%2299833F3E063A74D269723EB6D31B0C11%22	https://os.alipayobjects.com/rmsportal/JKWwZiTPusAHqMg.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/JKWwZiTPusAHqMg.jpg	(from https://antv.alipay.com/chart/details/multi-set-bar.html)
14:49:16	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:21%20GMT	https://antv.alipay.com/chart/details/bar-chart.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/bar-chart.html	(from https://antv.alipay.com/chart/details/multi-set-bar.html)
14:49:16	104601/104601	---M--	200	added ('OK')	image/png	etag:%22C0E6F89D98D5FDFC0BE6A120A55690C6%22	https://os.alipayobjects.com/rmsportal/YzQNmhrLsOTZLfd.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/YzQNmhrLsOTZLfd.png	(from https://antv.alipay.com/chart/details/multi-set-bar.html)
14:49:17	35324/35324	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202015%2004:41:05%20GMT	https://t.alipayobjects.com/images/T11ydjXg8jXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T11ydjXg8jXXXXXXXX.png	(from https://antv.alipay.com/chart/details/pie.html)
14:49:17	33264/33264	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2008:46:57%20GMT	https://t.alipayobjects.com/images/T19QdjXcFaXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T19QdjXcFaXXXXXXXX.png	(from https://antv.alipay.com/chart/details/pie.html)
14:49:17	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:22%20GMT	https://antv.alipay.com/chart/details/column.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/column.html	(from https://antv.alipay.com/chart/details/pie.html)
14:49:18	166844/166844	---M--	200	added ('OK')	image/png	etag:%22CE6DBE43357E30F7E04BB5C0E469F14D%22	https://os.alipayobjects.com/rmsportal/LviFnOknmSGUCHZ.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/LviFnOknmSGUCHZ.png	(from https://antv.alipay.com/chart/details/donut-chart.html)
14:49:18	61528/61528	---M--	200	added ('OK')	image/png	etag:%228E8E25A64AC8DD14BB6A787F58BDE63C%22	https://os.alipayobjects.com/rmsportal/mlFSJKDawodypht.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/mlFSJKDawodypht.png	(from https://antv.alipay.com/chart/details/donut-chart.html)
14:49:18	59417/59417	---M--	200	added ('OK')	image/jpeg	etag:%22907989A13109E1427CA395122EC5438C%22	https://os.alipayobjects.com/rmsportal/izrRumlsCmsDLSb.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/izrRumlsCmsDLSb.jpg	(from https://antv.alipay.com/chart/details/histogram.html)
14:49:18	59394/59394	---M--	200	added ('OK')	image/png	etag:%2274FBF768D2851FAE64797889C8D68623%22	https://os.alipayobjects.com/rmsportal/rDGZziKoqcGqXaj.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/rDGZziKoqcGqXaj.png	(from https://antv.alipay.com/chart/details/histogram.html)
14:49:18	58006/58006	---M--	200	added ('OK')	image/png	etag:%2285B73DCA98F2C94232B56D62BA37C338%22	https://os.alipayobjects.com/rmsportal/ZmewPQkvLvoHAzq.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/ZmewPQkvLvoHAzq.png	(from https://antv.alipay.com/chart/details/histogram.html)
14:49:19	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:24%20GMT	https://antv.alipay.com/chart/details/column.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/column.html	(from https://antv.alipay.com/chart/details/histogram.html)
14:49:19	92590/92590	---M--	200	added ('OK')	image/jpeg	etag:%228A2F6625F112D1724551985978507C84%22	https://os.alipayobjects.com/rmsportal/nstvbQupOcPOzIw.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/nstvbQupOcPOzIw.jpg	(from https://antv.alipay.com/chart/details/rose.html)
14:49:19	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:24%20GMT	https://antv.alipay.com/chart/details/column.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/column.html	(from https://antv.alipay.com/chart/details/rose.html)
14:49:19	38450/38450	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:00:23%20GMT	https://t.alipayobjects.com/images/T1f7djXhBXXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1f7djXhBXXXXXXXXX.png	(from https://antv.alipay.com/chart/details/rose.html)
14:49:20	101931/101931	---M--	200	added ('OK')	image/png	etag:%228F0573B5723C15B0FA0A6BD35D06C342%22	https://os.alipayobjects.com/rmsportal/TOgglRUjlKAxoZh.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/TOgglRUjlKAxoZh.png	(from https://antv.alipay.com/chart/details/rose.html)
14:49:20	56895/56895	---M--	200	added ('OK')	image/jpeg	etag:%229B99EEA4904F4B048C9F9DEA5E1E0B80%22	https://os.alipayobjects.com/rmsportal/nkiIDyezJdjrZeZ.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/nkiIDyezJdjrZeZ.jpg	(from https://antv.alipay.com/chart/details/area.html)
14:49:20	23177/23177	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:07:44%20GMT	https://t.alipayobjects.com/images/T1OPXjXb4gXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1OPXjXb4gXXXXXXXX.png	(from https://antv.alipay.com/chart/details/area.html)
14:49:21	58531/58531	---M--	200	added ('OK')	image/jpeg	etag:%22F819458BE195E9DBBAFCC11CE2E7227B%22	https://os.alipayobjects.com/rmsportal/TYxCcNYhDgXdQed.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/TYxCcNYhDgXdQed.jpg	(from https://antv.alipay.com/chart/details/stacked-area.html)
14:49:21	27317/27317	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:14:05%20GMT	https://t.alipayobjects.com/images/T1g54jXlXhXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1g54jXlXhXXXXXXXX.png	(from https://antv.alipay.com/chart/details/stacked-area.html)
14:49:21	93826/93826	---M--	200	added ('OK')	image/jpeg	etag:%224AE947300F217612E7EA322563A58831%22	https://os.alipayobjects.com/rmsportal/VVPAIRTNYwbbZut.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/VVPAIRTNYwbbZut.jpg	(from https://antv.alipay.com/chart/details/line.html)
14:49:21	26673/26673	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:29:23%20GMT	https://t.alipayobjects.com/images/T1c7djXjhXXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1c7djXjhXXXXXXXXX.png	(from https://antv.alipay.com/chart/details/line.html)
14:49:22	5716/5716	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2026%20Feb%202016%2007:09:34%20GMT	https://as.alipayobjects.com/g/datavis/g-plugin-map/1.1.0/index.js	G:/wamp/eCharts3/ali%20G2/antv/AntV/as.alipayobjects.com/g/datavis/g-plugin-map/1.1.0/index.js	(from https://antv.alipay.com/chart/details/bubble-chart.html)
14:49:22	98126/98126	---M--	200	added ('OK')	image/jpeg	etag:%227E6F4B1E107279776F3E8CC7B021368C%22	https://os.alipayobjects.com/rmsportal/TyzWQNPpfrsNAKH.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/TyzWQNPpfrsNAKH.jpg	(from https://antv.alipay.com/chart/details/bubble-chart.html)
14:49:22	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:23%20GMT	https://antv.alipay.com/chart/details/scatter.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/scatter.af.delayed	(from https://antv.alipay.com/chart/details/bubble-chart.html)
14:49:22	28104/28104	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:48:27%20GMT	https://t.alipayobjects.com/images/T1jixjXhdkXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1jixjXhdkXXXXXXXX.png	(from https://antv.alipay.com/chart/details/bubble-chart.html)
14:49:23	93/93	---M--	302	error ('Found')	text/html	date:Wed,%2025%20May%202016%2006:49:24%20GMT	https://antv.alipay.com/chart/details/map.html	G:/wamp/eCharts3/ali%20G2/antv/AntV/antv.alipay.com/chart/details/map.html	(from https://antv.alipay.com/chart/details/bubble-chart.html)
14:49:23	159700/159700	---M--	200	added ('OK')	image/jpeg	etag:%227783FA2B994B228072B27147512EFC59%22	https://os.alipayobjects.com/rmsportal/EFRpgfUCANawLBP.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/EFRpgfUCANawLBP.jpg	(from https://antv.alipay.com/chart/details/scatter-plot.html)
14:49:23	32327/32327	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Nov%202015%2006:49:18%20GMT	https://t.alipayobjects.com/images/T1xypjXj4bXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1xypjXj4bXXXXXXXX.png	(from https://antv.alipay.com/chart/details/scatter-plot.html)
14:49:24	26358/26358	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Dec%202015%2003:36:03%20GMT	https://t.alipayobjects.com/images/T1wy8jXnlgXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1wy8jXnlgXXXXXXXX.png	(from https://antv.alipay.com/chart/details/scatter-plot.html)
14:49:24	66794/66794	---M--	200	added ('OK')	image/jpeg	etag:%227B0B4B7BF7AA4D46346AD777039B3E50%22	https://os.alipayobjects.com/rmsportal/DLgjgcpcRbaZIfQ.jpg	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/DLgjgcpcRbaZIfQ.jpg	(from https://antv.alipay.com/chart/details/radar-chart.html)
14:49:24	104502/104502	---M--	200	added ('OK')	image/png	etag:%22FA09C7FADE6FE5FBD21CB8A259AB38A0%22	https://os.alipayobjects.com/rmsportal/xeuEDbQyDWZngob.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/xeuEDbQyDWZngob.png	(from https://antv.alipay.com/chart/details/radar-chart.html)
14:49:25	30411/30411	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Nov%202015%2003:41:12%20GMT	https://t.alipayobjects.com/images/T1G4djXeVfXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1G4djXeVfXXXXXXXX.png	(from https://antv.alipay.com/chart/details/choropleth-map.html)
14:49:25	129519/129519	---M--	200	added ('OK')	image/png	etag:%221003AEA147BC1BE75274F0F26FF0D09C%22	https://os.alipayobjects.com/rmsportal/pQDJLaWnSQrQhii.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/pQDJLaWnSQrQhii.png	(from https://antv.alipay.com/chart/details/radar-chart.html)
14:49:25	36267/36267	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Dec%202015%2008:21:54%20GMT	https://t.alipayobjects.com/images/T1dSNjXcNhXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1dSNjXcNhXXXXXXXX.png	(from https://antv.alipay.com/chart/details/choropleth-map.html)
14:49:25	30465/30465	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Nov%202015%2007:29:02%20GMT	https://t.alipayobjects.com/images/T1exRjXb4XXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1exRjXb4XXXXXXXXX.png	(from https://antv.alipay.com/chart/details/bubble-map.html)
14:49:25	38979/38979	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Nov%202015%2010:21:53%20GMT	https://t.alipayobjects.com/images/T1yxpjXnVfXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/T1yxpjXnVfXXXXXXXX.png	(from https://antv.alipay.com/chart/details/bubble-map.html)
14:49:26	73710/73710	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Oct%202015%2003:20:42%20GMT	https://t.alipayobjects.com/images/rmsweb/T1kMJiXaJiXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/rmsweb/T1kMJiXaJiXXXXXXXX.png	(from https://antv.alipay.com/chart/details/funnel.html)
14:49:26	47159/47159	---M--	200	added ('OK')	image/png	etag:%22EC73B5A7B504181A1AF326DD9D9BB407%22	https://os.alipayobjects.com/rmsportal/eArJFAYwiiFeJpk.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/eArJFAYwiiFeJpk.png	(from https://antv.alipay.com/chart/details/funnel.html)
14:49:26	107120/107120	---M--	200	added ('OK')	image/png	etag:%22D84B514366D245CBA61B0AC5FF982EB6%22	https://os.alipayobjects.com/rmsportal/RKlgDYrPsNzxKHt.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/RKlgDYrPsNzxKHt.png	(from https://antv.alipay.com/chart/details/mosaic.html)
14:49:26	141844/141844	---M--	200	added ('OK')	image/png	etag:%22D9690988C292ADC057B01090756C1847%22	https://os.alipayobjects.com/rmsportal/RZHQLIeAADdaBTe.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/RZHQLIeAADdaBTe.png	(from https://antv.alipay.com/chart/details/mosaic.html)
14:49:26	11029/11029	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Nov%202015%2000:41:01%20GMT	https://t.alipayobjects.com/images/rmsweb/T1B.0iXcxfXXXXXXXX.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/t.alipayobjects.com/images/rmsweb/T1B.0iXcxfXXXXXXXX.png	(from https://antv.alipay.com/chart/details/mosaic.html)
14:49:27	135251/135251	---M--	200	added ('OK')	image/png	etag:%22986DFB8D5416B58112145F829979FE2F%22	https://os.alipayobjects.com/rmsportal/dgapeCddSVPhTgU.png	G:/wamp/eCharts3/ali%20G2/antv/AntV/os.alipayobjects.com/rmsportal/dgapeCddSVPhTgU.png	(from https://antv.alipay.com/chart/details/mosaic.html)
